	stockDate	high	low	open	close	volume
	2014-05-19	59.56	57.57	57.89	59.21	43034000
	2014-05-20	60.19	58.18	59.5	58.56	53931000
	2014-05-21	60.5	58.25	58.56	60.49	58992000
	2014-05-22	61.48	60.4	60.94	60.52	54200000
	2014-05-23	61.45	60.15	60.41	61.35	38294000
	2014-05-27	63.51	61.57	61.62	63.48	55682000
	2014-05-28	64.14	62.62	63.39	63.51	47795000
	2014-05-29	64.3	63.51	63.84	63.83	42700000
	2014-05-30	64.17	62.56	63.95	63.3	45253500
	2014-06-02	63.59	62.05	63.23	63.08	35996000
	2014-06-03	63.42	62.32	62.62	62.87	32217000
	2014-06-04	63.59	62.07	62.45	63.34	36514000
	2014-06-05	64.36	62.82	63.66	63.19	47352000
	2014-06-06	63.48	62.15	63.37	62.5	42442000
	2014-06-09	63.34	61.79	62.4	62.88	37617000
	2014-06-10	65.82	63.5	63.53	65.77	69338000
	2014-06-11	65.8	64.9	65.32	65.78	44242000
	2014-06-12	66.47	64.06	65.85	64.29	55730000
	2014-06-13	64.97	63.83	64.7	64.5	29419000
	2014-06-16	64.88	63.75	64.16	64.19	31046000
	2014-06-17	64.88	63.93	64.1	64.4	27715000
	2014-06-18	65.75	64.05	64.49	65.6	35570000
	2014-06-19	65.58	64.21	65.46	64.34	34245000
	2014-06-20	64.81	63.35	64.46	64.5	46466000
	2014-06-23	65.66	64.22	64.32	65.37	34560000
	2014-06-24	67.17	65.27	65.36	65.72	57335000
	2014-06-25	67.48	65.57	65.58	67.44	44308000
	2014-06-26	68	66.9	68	67.13	47714000
	2014-06-27	67.7	66.84	67.31	67.6	46461000
	2014-06-30	67.92	67.13	67.46	67.29	27102800
	2014-07-01	68.44	67.39	67.58	68.06	33243000
	2014-07-02	68.3	65.79	68.04	66.45	41895000
	2014-07-03	67	65.76	66.86	66.29	25203200
	2014-07-07	66.57	65.12	66.3	65.29	28745000
	2014-07-08	65.56	62.21	65.06	62.76	68926000
	2014-07-09	65.12	63.15	63.41	64.97	51432000
	2014-07-10	65.34	63.05	63.31	64.87	44422000
	2014-07-11	66.59	64.79	65.28	66.34	39212000
	2014-07-14	68.17	66.9	67.13	67.9	38537000
	2014-07-15	68.09	66.26	67.96	67.17	44213200
	2014-07-16	67.94	67.07	67.54	67.66	29541600
	2014-07-17	67.85	66.04	67.03	66.41	38188000
	2014-07-18	68.46	66.16	66.8	68.42	42456000
	2014-07-21	69.96	68.5	68.81	69.4	49539000
	2014-07-22	69.77	68.61	69.76	69.27	40398000
	2014-07-23	71.33	69.61	69.74	71.29	78435000
	2014-07-24	76.74	74.51	75.96	74.98	124168000
	2014-07-25	75.67	74.66	74.99	75.19	45917000
	2014-07-28	75.5	73.85	75.17	74.92	41725000
	2014-07-29	74.92	73.42	74.72	73.71	41324000
	2014-07-30	75.19	74.13	74.21	74.68	36853000
	2014-07-31	74.17	72.44	74	72.65	43992000
	2014-08-01	73.22	71.55	72.22	72.36	43535000
	2014-08-04	73.88	72.36	72.36	73.51	30777000
	2014-08-05	73.59	72.18	73.2	72.69	34986000
	2014-08-06	73.72	71.79	72.02	72.47	30986000
	2014-08-07	74	72.7	73	73.17	38141000
	2014-08-08	73.43	72.56	73.4	73.06	27202000
	2014-08-11	73.91	73.06	73.46	73.44	24591000
	2014-08-12	73.33	72.22	73.09	72.83	27419000
	2014-08-13	74.25	73.05	73.12	73.77	29266000
	2014-08-14	74.38	73.69	73.97	74.3	22207000
	2014-08-15	74.65	73	74.32	73.63	38846600
	2014-08-18	74.72	73.96	74	74.59	23974000
	2014-08-19	75.58	74.51	74.81	75.29	26679000
	2014-08-20	75.18	74.62	74.97	74.81	22917000
	2014-08-21	75.19	74.41	74.92	74.57	20102000
	2014-08-22	74.73	73.57	74.34	74.57	20897000
	2014-08-25	75.28	74.79	74.94	75.02	19734000
	2014-08-26	75.99	74.73	75	75.96	23993000
	2014-08-27	75.49	74.46	75.27	74.63	36323000
	2014-08-28	74.43	73.73	74	73.86	21947000
	2014-08-29	74.82	74.01	74.3	74.82	26241000
	2014-09-02	76.7	74.82	75.01	76.68	34979000
	2014-09-03	77.48	75.6	77.14	75.83	32389000
	2014-09-04	76.93	75.53	75.89	75.95	26676000
	2014-09-05	77.38	75.6	76.1	77.26	29476000
	2014-09-08	78.17	77.01	77.26	77.89	28183000
	2014-09-09	78.17	76.2	77.59	76.67	28882000
	2014-09-10	77.95	76.51	76.52	77.43	29909000
	2014-09-11	78.36	77.05	77.13	77.92	32219000
	2014-09-12	78.3	77.1	78.02	77.48	26676800
	2014-09-15	77.25	73.43	77.15	74.58	49679000
	2014-09-16	76.23	73.07	73.52	76.08	37742000
	2014-09-17	77.25	75.57	75.96	76.43	28693000
	2014-09-18	77.33	76.52	76.77	77	23031000
	2014-09-19	78.3	76.44	77.4	77.91	76671000
	2014-09-22	77.53	75.95	77	76.8	31961000
	2014-09-23	78.63	76.04	76.33	78.29	36814000
	2014-09-24	78.62	77.51	78.1	78.54	30680000
	2014-09-25	78.94	77.13	78.6	77.22	37533000
	2014-09-26	78.84	77.33	77.59	78.79	28872000
	2014-09-29	79.2	77.91	78.12	79	34031000
	2014-09-30	79.71	78.6	79.35	79.04	35899000
	2014-10-01	78.82	75.9	78.78	76.55	55090000
	2014-10-02	77.48	75.64	76.57	77.08	36488000
	2014-10-03	78.06	77.26	77.76	77.44	23340000
	2014-10-06	77.89	76.85	77.19	77.56	25729000
	2014-10-07	77.95	76.24	77.05	76.29	25317000
	2014-10-08	77.71	75.1	76.18	77.52	32976000
	2014-10-09	77.76	75.85	77.28	75.91	32487000
	2014-10-10	76.5	72.76	75.59	72.91	52146000
	2014-10-13	74.78	72.52	73.23	72.99	43938000
	2014-10-14	74.18	72.05	74	73.59	50299000
	2014-10-15	73.8	70.32	71.69	73.21	61528000
	2014-10-16	73.35	70.58	70.79	72.63	53529000
	2014-10-17	76	73.75	74.23	75.95	76342000
	2014-10-20	77.09	75.38	75.6	76.95	34701000
	2014-10-21	78.74	77.15	77.56	78.69	32252000
	2014-10-22	79.85	78.01	78.82	78.37	41862000
	2014-10-23	80.63	79.01	79.38	80.04	35056000
	2014-10-24	80.82	79.32	80.2	80.67	32248000
	2014-10-27	80.8	79.76	80.74	80.28	30169000
	2014-10-28	81.16	79.57	80.18	80.77	74212000
	2014-10-29	76.88	74.78	75.45	75.86	106120000
	2014-10-30	75.35	72.9	75.05	74.11	83270000
	2014-10-31	75.7	74.45	74.93	74.99	44544000
	2014-11-03	75.52	73.7	75.47	73.88	40727000
	2014-11-04	75.77	73.65	74.23	75.76	39326000
	2014-11-05	76.8	74.42	76.51	74.83	35913000
	2014-11-06	75.6	74.31	74.89	75.26	21383000
	2014-11-07	75.86	75.02	75.39	75.6	20774000
	2014-11-10	75.48	74.61	75.36	75	21575100
	2014-11-11	74.98	74.03	74.95	74.61	18715700
	2014-11-12	75.14	73.54	74.28	74.72	26536600
	2014-11-13	75.24	73.64	74.74	74.25	26448500
	2014-11-14	74.93	74.04	74.27	74.88	19476900
	2014-11-17	75.66	73.88	74.88	74.24	28701200
	2014-11-18	74.8	73.9	74.45	74.34	20690500
	2014-11-19	74.54	73.11	74.01	73.33	25441200
	2014-11-20	73.99	72.51	72.8	73.6	19154900
	2014-11-21	74.5	73.5	74.5	73.75	23060400
	2014-11-24	74.35	73.35	73.54	74.01	22103800
	2014-11-25	75.74	74.13	74.21	75.63	32250200
	2014-11-26	77.78	75.51	75.53	77.62	32695300
	2014-11-28	78.27	77.23	77.67	77.7	15992000
	2014-12-01	77.31	74.8	77.26	75.1	31789900
	2014-12-02	75.91	75.04	75.33	75.46	16773900
	2014-12-03	75.73	74.4	75.38	74.88	16689900
	2014-12-04	75.55	74.66	74.83	75.24	14362800
	2014-12-05	76.76	75.36	75.8	76.36	24306400
	2014-12-08	77.25	75.4	76.18	76.52	25733900
	2014-12-09	76.93	74.78	75.2	76.84	25358600
	2014-12-10	77.55	76.07	76.65	76.18	32210500
	2014-12-11	78.52	76.48	76.52	77.73	33462100
	2014-12-12	78.88	77.02	77.16	77.83	28091600
	2014-12-15	78.58	76.56	78.46	76.99	29396500
	2014-12-16	77.39	74.59	76.19	74.69	31554600
	2014-12-17	76.41	74.9	75.01	76.11	29203900
	2014-12-18	78.4	76.51	76.89	78.4	34222100
	2014-12-19	80	78.33	78.75	79.88	43335000
	2014-12-22	81.89	80	80.08	81.45	31395800
	2014-12-23	82.17	80.4	82.02	80.61	19865800
	2014-12-24	81.43	80.75	81.03	80.77	7685500
	2014-12-26	81.28	80.51	81.02	80.78	10647400
	2014-12-29	80.96	79.71	80.49	80.02	14134700
	2014-12-30	80.59	79.1	79.85	79.22	14370800
	2014-12-31	79.8	77.86	79.54	78.02	19935400
	2015-01-02	78.93	77.7	78.58	78.45	18177500
	2015-01-05	79.25	76.86	77.98	77.19	26452200
	2015-01-06	77.59	75.36	77.23	76.15	27399300
	2015-01-07	77.36	75.82	76.76	76.15	22045300
	2015-01-08	78.23	76.08	76.74	78.18	23961000
	2015-01-09	78.62	77.2	78.2	77.74	21157000
	2015-01-12	78	76.21	77.84	76.72	19190200
	2015-01-13	78.08	75.85	77.23	76.45	25179600
	2015-01-14	77.2	76.03	76.42	76.28	25741000
	2015-01-15	76.57	73.54	76.4	74.05	34134000
	2015-01-16	75.32	73.84	74.04	75.18	21791500
	2015-01-20	76.31	74.82	75.72	76.24	22821600
	2015-01-21	77.3	75.85	76.16	76.74	25096700
	2015-01-22	77.75	76.68	77.17	77.65	19519500
	2015-01-23	78.19	77.04	77.65	77.83	16746500
	2015-01-26	78.47	77.29	77.98	77.5	19260800
	2015-01-27	76.88	75.63	76.71	75.78	20110000
	2015-01-28	77.64	76	76.9	76.24	53306400
	2015-01-29	78.02	74.21	76.85	78	61293500
	2015-01-30	78.16	75.75	78	75.91	42649500
	2015-02-02	76.14	73.75	76.11	74.99	41955300
	2015-02-03	75.58	73.86	75.19	75.4	26957700
	2015-02-04	76.35	75.01	75.09	75.63	20277400
	2015-02-05	75.98	75.21	75.71	75.61	15062600
	2015-02-06	75.7	74.25	75.68	74.47	21211000
	2015-02-09	74.83	73.45	74.05	74.44	16194300
	2015-02-10	75.34	74.5	74.85	75.19	15811300
	2015-02-11	76.75	75.03	75.09	76.51	20877400
	2015-02-12	76.87	75.89	76.86	76.23	17235000
	2015-02-13	76.48	75.5	76.46	75.74	18621900
	2015-02-17	76.91	75.08	75.3	75.6	25254400
	2015-02-18	76.9	75.45	75.94	76.71	22426400
	2015-02-19	79.84	76.95	76.99	79.42	45851200
	2015-02-20	80.34	79.2	79.55	79.9	36931700
	2015-02-23	80.19	78.38	79.96	78.84	24139100
	2015-02-24	79.48	78.1	78.5	78.45	18897100
	2015-02-25	80.2	78.5	78.5	79.56	25593800
	2015-02-26	81.37	79.72	79.88	80.41	31111900
	2015-02-27	81.23	78.62	80.68	78.97	30739200
	2015-03-02	79.86	78.52	79	79.75	21662500
	2015-03-03	79.7	78.52	79.61	79.6	18635000
	2015-03-04	81.15	78.85	79.3	80.9	28126700
	2015-03-05	81.99	81.05	81.23	81.21	27825700
	2015-03-06	81.33	79.83	80.9	80.01	24488600
	2015-03-09	79.91	78.63	79.68	79.44	18925100
	2015-03-10	79.26	77.55	78.5	77.55	23067100
	2015-03-11	78.43	77.26	77.8	77.57	20215700
	2015-03-12	79.05	77.91	78.1	78.93	16093300
	2015-03-13	79.38	77.68	78.6	78.05	18557300
	2015-03-16	78.12	77.36	77.96	78.07	19305400
	2015-03-17	79.78	78.34	78.36	79.36	22170000
	2015-03-18	81.24	79.17	79.25	80.91	36912400
	2015-03-19	83	81	81.12	82.75	42099500
	2015-03-20	84.6	83.07	83.39	83.8	44466300
	2015-03-23	84.96	83.3	83.92	84.43	27357300
	2015-03-24	86.07	84.52	84.71	85.31	32576500
	2015-03-25	85.52	82.92	85.5	82.92	37436100
	2015-03-26	83.77	82.14	82.72	83.01	32794800
	2015-03-27	83.95	82.88	83.38	83.3	18372600
	2015-03-30	84.34	82.41	83.81	83.2	24527700
	2015-03-31	83.5	82.21	82.9	82.22	19734300
	2015-04-01	82.72	80.87	82.5	81.67	22058200
	2015-04-02	82.56	81.44	82.25	81.56	19664100
	2015-04-06	82.81	80.8	80.8	82.44	19062900
	2015-04-07	83.42	82.22	82.65	82.32	17467000
	2015-04-08	83.1	81.84	82.63	82.28	18966700
	2015-04-09	82.8	81.71	82.5	82.17	15927300
	2015-04-10	82.61	81.91	82.21	82.04	12529700
	2015-04-13	83.94	81.92	81.93	83.01	26883100
	2015-04-14	83.69	82.44	83.17	83.52	19634200
	2015-04-15	83.66	82.27	83.55	82.71	22390900
	2015-04-16	83.07	82.15	82.47	82.31	13769700
	2015-04-17	82.11	80.37	81.48	80.78	24215000
	2015-04-20	83.15	81.24	81.54	83.09	28796800
	2015-04-21	84.49	83.54	84	83.62	27171900
	2015-04-22	84.74	83.65	84.32	84.63	45548000
	2015-04-23	85.59	82.41	84.1	82.41	73728100
	2015-04-24	82.94	81.48	82.77	81.53	29660400
	2015-04-27	82.93	81.63	81.87	81.91	25446000
	2015-04-28	81.9	80.23	81.83	80.68	23775300
	2015-04-29	81.39	79.52	80.01	80.47	26430300
	2015-04-30	80.96	78.32	80.01	78.77	28999000
	2015-05-01	79.76	78.11	79.24	78.99	24136400
	2015-05-04	79.69	78.63	79.33	78.81	14692000
	2015-05-05	78.8	77.22	78.55	77.56	22311300
	2015-05-06	78.81	77.05	77.97	78.1	28663000
	2015-05-07	78.94	77.56	78	78.43	19749400
	2015-05-08	79.23	78.03	79.1	78.51	19943600
	2015-05-11	79.03	77.93	78.48	78.01	18874100
	2015-05-12	77.89	76.79	77.87	77.46	21285300
	2015-05-13	78.53	77.65	77.72	78.44	21512300
	2015-05-14	81.85	78.67	78.94	81.37	49438000
	2015-05-15	81.52	80.18	81.41	80.42	27069900
	2015-05-18	81.38	80.23	80.33	80.88	21613700
	2015-05-19	81.69	80.55	81.25	80.63	17955400
	2015-05-20	81.1	79.46	80.47	80.55	23056900
	2015-05-21	80.92	80.08	80.19	80.48	13402700
	2015-05-22	81.31	80.25	80.35	80.54	19567900
	2015-05-26	80.6	79.08	80.43	79.33	16321300
	2015-05-27	80.66	79.43	79.6	80.55	14160900
	2015-05-28	81.07	80	80.25	80.15	11982000
	2015-05-29	80.07	78.88	79.95	79.19	16134600
	2015-06-01	80.38	78.66	79.3	80.29	18119000
	2015-06-02	81.35	79.56	79.76	80.44	18923300
	2015-06-03	82.53	81.25	81.35	82.44	31594700
	2015-06-04	82.95	81.51	82.14	82.05	20863900
	2015-06-05	82.46	81.51	81.87	82.14	16143100
	2015-06-08	82	80.13	81.82	80.67	16915500
	2015-06-09	81.19	79.32	80.6	80.67	16497500
	2015-06-10	82.6	80.81	80.83	82.16	21531200
	2015-06-11	82.9	81.36	82.31	81.83	18656800
	2015-06-12	82.09	81.2	81.37	81.53	11417900
	2015-06-15	80.93	80.07	80.55	80.71	18805100
	2015-06-16	81.51	80.45	80.82	81.06	13693700
	2015-06-17	82.22	81.34	81.76	81.79	18350300
	2015-06-18	83.19	81.57	81.64	82.91	26782600
	2015-06-19	82.98	82.12	82.83	82.51	23353200
	2015-06-22	84.97	83.31	83.41	84.74	29383100
	2015-06-23	87.97	84.76	84.96	87.88	50667900
	2015-06-24	89.25	87.45	87.66	88.86	41370200
	2015-06-25	89.4	87.84	89.26	87.98	27302000
	2015-06-26	88.34	86.83	88.12	88.01	38214600
	2015-06-29	87.5	85.73	86.61	85.8	35957900
	2015-06-30	86.7	85.57	86.6	85.77	23016500
	2015-07-01	87.95	86.49	86.77	86.91	25260000
	2015-07-02	87.44	86.34	87.4	87.29	16908800
	2015-07-06	88.19	86.39	86.49	87.55	24635900
	2015-07-07	87.85	85.23	87.8	87.22	33059900
	2015-07-08	86.75	85.45	86.29	85.65	24399300
	2015-07-09	87.6	85.65	86.73	85.88	23144200
	2015-07-10	88.22	86.77	87.35	87.95	23245900
	2015-07-13	90.22	88.42	88.66	90.1	29976700
	2015-07-14	90.8	89.65	90.46	89.68	26627800
	2015-07-15	90.99	89.42	90	89.76	30886600
	2015-07-16	90.86	89.77	90.28	90.85	21804100
	2015-07-17	95.39	92.54	92.55	94.97	54001600
	2015-07-20	98.6	95.36	95.85	97.91	54860500
	2015-07-21	99.24	97.14	98.95	98.39	39453300
	2015-07-22	97.58	95.92	96.74	97.04	28299500
	2015-07-23	97.45	94.81	96.96	95.44	29418800
	2015-07-24	97.76	95.88	97.35	96.95	33444900
	2015-07-27	96.61	93.83	96.58	94.17	38585400
	2015-07-28	95.56	93.31	94.84	95.29	35236000
	2015-07-29	97.28	94.74	96.32	96.99	64648300
	2015-07-30	95.81	91.8	94.91	95.21	86211300
	2015-07-31	96.33	93.95	94.95	94.01	46509000
	2015-08-03	95.08	92.8	93.53	94.14	29343100
	2015-08-04	94.73	93.33	93.79	94.06	20136000
	2015-08-05	97.09	95.18	95.25	96.44	29813200
	2015-08-06	98.74	94.42	97.18	95.12	42271300
	2015-08-07	95.4	93.61	95.38	94.3	23199100
	2015-08-10	95.9	93.63	95.68	94.15	21624200
	2015-08-11	94.76	92.9	93.73	93.62	22491000
	2015-08-12	94.44	91.19	92.7	94.19	27050500
	2015-08-13	94.73	93.35	94.05	93.43	17451800
	2015-08-14	94.72	93.21	93.54	94.42	15929700
	2015-08-17	94.46	93.39	94.42	93.93	18313500
	2015-08-18	95.85	94.04	94.08	95.17	22278800
	2015-08-19	96.1	94.16	94.63	95.31	23156500
	2015-08-20	94.77	90.46	93.54	90.56	44598200
	2015-08-21	89.18	85.61	87.52	86.06	62778700
	2015-08-24	82.09	72	77.03	82.09	83710700
	2015-08-25	87.67	83	86.95	83	52021200
	2015-08-26	87.46	83.26	85.95	87.19	45124300
	2015-08-27	90.06	87.19	89.1	89.73	42431400
	2015-08-28	91.48	89.79	89.88	91.01	33215900
	2015-08-31	91.05	88.89	90.6	89.43	32850700
	2015-09-01	89.39	86.5	86.85	87.23	36097400
	2015-09-02	89.89	87.63	88.81	89.89	27190500
	2015-09-03	89.82	87.73	89.76	88.15	27048200
	2015-09-04	88.39	86.7	87.2	88.26	27328700
	2015-09-08	90.24	88.83	89.69	89.53	27012500
	2015-09-09	91.98	90.17	90.78	90.44	32551100
	2015-09-10	92.06	89.63	90.07	91.98	26437400
	2015-09-11	92.08	91.13	91.68	92.05	21185000
	2015-09-14	92.62	91.6	92.31	92.31	20127900
	2015-09-15	93.25	91.79	92.37	92.9	18859400
	2015-09-16	93.6	92.63	92.9	93.45	16321200
	2015-09-17	95.51	92.9	93.37	94.34	27841800
	2015-09-18	95.19	93.05	93.2	94.4	62300000
	2015-09-21	96.49	94.52	94.62	95.55	28790000
	2015-09-22	94.68	91.92	93.77	92.96	36888900
	2015-09-23	94.32	92.8	93.4	93.97	21701400
	2015-09-24	94.77	92.24	93.06	94.41	29106000
	2015-09-25	95.85	92.06	95.79	92.77	28961600
	2015-09-28	92.29	88.18	92.08	89.21	41199900
	2015-09-29	90.06	85.72	89.1	86.67	42281800
	2015-09-30	90.02	88.01	88.44	89.9	36169100
	2015-10-01	90.95	88.36	90.05	90.95	29283700
	2015-10-02	92.2	88.37	88.9	92.07	37881700
	2015-10-05	94.27	92.66	92.94	94.01	27292500
	2015-10-06	94.17	92.34	94.08	92.8	22172800
	2015-10-07	93.66	91.37	93.11	92.4	24129300
	2015-10-08	93.22	90.47	91.89	92.47	27290500
	2015-10-09	93.74	92.24	92.9	93.24	20012900
	2015-10-12	94.6	92.67	93.32	94.26	18449600
	2015-10-13	95.37	93.55	93.66	94.12	19480300
	2015-10-14	95.2	93.61	94.08	94.07	19253400
	2015-10-15	96.3	94.9	94.99	95.96	27557500
	2015-10-16	97.59	95.35	96.18	97.54	25412900
	2015-10-19	98.57	96.92	97.18	98.47	23729900
	2015-10-20	99.59	96.56	98.73	97	30700500
	2015-10-21	98.18	96.47	97.37	97.11	21917800
	2015-10-22	99.73	97.55	97.79	99.67	26392100
	2015-10-23	102.85	100.16	101.91	102.19	42809700
	2015-10-26	103.81	101.55	102.2	103.77	25961200
	2015-10-27	104.1	102.4	102.94	103.7	23795500
	2015-10-28	104.48	102.92	103.9	104.2	24081500
	2015-10-29	105.12	103.52	103.96	104.88	20316700
	2015-10-30	104.72	101.65	104.51	101.97	33487100
	2015-11-02	103.47	101.18	101.72	103.31	24003900
	2015-11-03	103.65	102.4	103.22	102.58	21242300
	2015-11-04	104.14	102.48	103.19	103.94	43469300
	2015-11-05	110.65	107.95	108.8	108.76	63232900
	2015-11-06	108.74	105.91	108.04	107.1	35084300
	2015-11-09	108.25	105.86	107	106.49	26383500
	2015-11-10	108.15	105.24	105.96	107.91	25031700
	2015-11-11	109.87	107.11	108.27	109.01	25057100
	2015-11-12	109.39	108	108.48	108.02	20924700
	2015-11-13	108.25	103.83	107.71	103.95	30278400
	2015-11-16	104.17	100.47	103.32	104.04	49309200
	2015-11-17	106.2	104.14	104.62	105.13	26807200
	2015-11-18	107.88	105.39	105.8	107.77	23836500
	2015-11-19	107.73	105.95	107.36	106.26	25520600
	2015-11-20	107.87	106.62	106.84	107.32	22129600
	2015-11-23	107.47	106.08	107.19	106.95	19897200
	2015-11-24	106.49	104.39	106	105.74	23577300
	2015-11-25	106.6	105.1	106.33	105.41	15150800
	2015-11-27	105.96	104.86	105.78	105.45	5913100
	2015-11-30	106.1	103.75	105.84	104.24	20383200
	2015-12-01	107.15	104.5	104.83	107.12	22781900
	2015-12-02	107.92	105.79	107	106.07	24429100
	2015-12-03	106.85	103.35	106.27	104.38	23236500
	2015-12-04	107.73	104.11	104.81	106.18	21224700
	2015-12-07	106.83	104.66	106.48	105.61	15474900
	2015-12-08	106.91	103.95	104	106.49	20401800
	2015-12-09	106.44	103.55	106.18	104.6	23517300
	2015-12-10	106.4	104.41	105.05	105.42	17414500
	2015-12-11	104.34	101.91	104.15	102.12	26427700
	2015-12-14	104.74	101.46	102.29	104.66	24648100
	2015-12-15	105.8	104.28	105.3	104.55	21764300
	2015-12-16	107.09	104.19	105.37	106.79	22680500
	2015-12-17	107.75	106.13	107.49	106.22	21675700
	2015-12-18	106.59	103.97	106.08	104.04	35994200
	2015-12-21	105.15	103.6	104.91	104.77	16138800
	2015-12-22	105.66	104.81	105.22	105.51	14597100
	2015-12-23	106.11	103.86	105.89	104.63	19599700
	2015-12-24	105.32	104.5	104.74	105.02	6501800
	2015-12-28	105.98	104.53	105.02	105.93	13069700
	2015-12-29	107.74	106.25	106.42	107.26	17179900
	2015-12-30	107.25	106.06	107	106.22	13115000
	2015-12-31	106.17	104.62	106	104.66	18298700
	2016-01-04	102.24	99.75	101.95	102.22	37912400
	2016-01-05	103.71	101.67	102.89	102.73	23258200
	2016-01-06	103.77	100.9	101.13	102.97	25096200
	2016-01-07	101.43	97.3	100.5	97.92	45172900
	2016-01-08	100.5	97.03	99.88	97.33	35402300
	2016-01-11	98.6	95.39	97.91	97.51	29932400
	2016-01-12	99.96	97.55	99	99.37	28395400
	2016-01-13	100.58	95.21	100.58	95.44	33410600
	2016-01-14	98.87	92.45	95.85	98.37	48658600
	2016-01-15	96.38	93.54	93.98	94.97	45935600
	2016-01-19	97.42	93.92	96.53	95.26	30998300
	2016-01-20	95	89.37	92.83	94.35	59051400
	2016-01-21	95.99	92.62	94.91	94.16	30518900
	2016-01-22	98.07	95.49	96.41	97.94	30495400
	2016-01-25	99.48	96.93	98.72	97.01	32482000
	2016-01-26	97.88	95.66	97.76	97.34	26877100
	2016-01-27	97.85	94.23	97.79	94.45	58699400
	2016-01-28	110.34	104.81	107.2	109.11	107475000
	2016-01-29	112.84	108.84	108.99	112.21	62739500
	2016-02-01	115.72	112.01	112.27	115.09	46132700
	2016-02-02	117.59	113.2	114.8	114.61	59778600
	2016-02-03	115.34	109.75	115.27	112.69	56919300
	2016-02-04	111.94	109.25	111.8	110.49	38890200
	2016-02-05	109.58	103.18	109.51	104.07	76894700
	2016-02-08	102.68	97.46	100.41	99.75	71229700
	2016-02-09	102.4	96.82	97.14	99.54	62709000
	2016-02-10	103.25	100.24	101.55	101	45179400
	2016-02-11	105.11	98.88	99.6	101.91	43670600
	2016-02-12	104.24	101.09	103.74	102.01	36176800
	2016-02-16	103.93	100.24	103.8	101.61	45687200
	2016-02-17	105.72	100.4	102.02	105.2	44073400
	2016-02-18	106	103.03	105.8	103.47	29593500
	2016-02-19	105.02	102.06	102.55	104.57	32404500
	2016-02-22	108.25	105.34	105.49	107.16	35709700
	2016-02-23	107.47	105.12	106.85	105.46	25319300
	2016-02-24	106.95	102.74	104.21	106.88	34412400
	2016-02-25	108.07	105.61	107.11	108.07	29906300
	2016-02-26	109.45	107.16	108.7	107.92	26686200
	2016-02-29	108.91	106.75	107.6	106.92	32779000
	2016-03-01	109.82	107.6	107.83	109.82	26817300
	2016-03-02	110.55	108.77	109.68	109.95	25670200
	2016-03-03	110.3	108.54	110.25	109.58	21353100
	2016-03-04	110.05	107.93	110.05	108.39	24938900
	2016-03-07	108.07	104.72	108.07	105.73	31436400
	2016-03-08	107.37	104.4	104.78	105.93	25617000
	2016-03-09	107.51	105.49	106.7	107.51	20493300
	2016-03-10	108.66	105.77	107.91	107.32	24854300
	2016-03-11	109.42	107.92	108.48	109.41	20697600
	2016-03-14	110.33	108.77	109.28	109.89	17249400
	2016-03-15	110.83	108.84	109.11	110.67	17618500
	2016-03-16	112.5	110.1	110.49	112.18	24744800
	2016-03-17	112.69	110.73	112.15	111.02	24241200
	2016-03-18	112.42	110.27	111.56	111.45	36256900
	2016-03-21	112.37	111.03	111.66	111.85	18448000
	2016-03-22	112.88	111.17	111.36	112.25	19001100
	2016-03-23	113.19	112	112.01	112.54	18562000
	2016-03-24	113.09	111.68	112.13	113.05	17839100
	2016-03-28	114.59	112.95	113.32	113.69	21351800
	2016-03-29	116.32	113.64	113.83	116.14	29825300
	2016-03-30	116.99	114.36	116.73	114.7	33235200
	2016-03-31	115.01	113.77	114.7	114.1	21207500
	2016-04-01	116.17	113.35	113.75	116.06	24760500
	2016-04-04	114.55	111.61	114.07	112.55	48487900
	2016-04-05	113.32	111.9	112.11	112.22	22962400
	2016-04-06	113.81	112.42	112.47	113.71	20814600
	2016-04-07	114.89	113.07	113.79	113.64	20714500
	2016-04-08	114.33	109.9	114.25	110.63	48497800
	2016-04-11	110.91	108.77	110.7	108.99	39762300
	2016-04-12	111.16	108.99	109.34	110.61	26248100
	2016-04-13	112.65	106.52	112.23	110.51	88227400
	2016-04-14	112.04	110.26	110.62	110.84	28473300
	2016-04-15	110.97	109.2	110.79	109.64	20922800
	2016-04-18	110.81	109.2	109.74	110.45	21092700
	2016-04-19	112.45	109.16	111.1	112.29	30210500
	2016-04-20	113.27	111.56	112.43	112.42	21027900
	2016-04-21	114.04	112.31	112.55	113.44	20875200
	2016-04-22	111.75	109.01	111.21	110.56	38458200
	2016-04-25	110.67	109.07	109.87	110.1	21017900
	2016-04-26	110.5	108.15	110.49	108.76	22521500
	2016-04-27	108.94	106.31	107.94	108.89	52213100
	2016-04-28	120.79	116.23	119.58	116.73	87110100
	2016-04-29	117.84	115.84	116.82	117.58	37140600
	2016-05-02	118.73	116.57	117.83	118.57	28095200
	2016-05-03	118.16	117.02	117.52	117.43	24117500
	2016-05-04	118.3	116.57	116.61	118.06	23448400
	2016-05-05	118.98	117.25	118.04	117.81	22056700
	2016-05-06	119.64	117.11	117.16	119.49	26216200
	2016-05-09	120.28	118.9	119.54	119.24	21138100
	2016-05-10	120.5	119	119.62	120.5	23220000
